Comment,Id,Language_Type,Part1,Part2b,Part2t,Ref_Name,Scope
,luf,L,,,,Laua,I
,lug,L,lg,lug,lug,Ganda,I
,luh,L,,,,Leizhou Chinese,I
,lui,E,,lui,lui,Luiseno,I
,luj,L,,,,Luna,I
,luk,L,,,,Lunanakha,I
,lul,L,,,,Olu'bo,I
,lum,L,,,,Luimbi,I
,lun,L,,lun,lun,Lunda,I
,luo,L,,luo,luo,Luo (Kenya and Tanzania),I
,lup,L,,,,Lumbu,I
,luq,L,,,,Lucumi,I
,lur,L,,,,Laura,I
,lus,L,,lus,lus,Lushai,I
,lut,E,,,,Lushootseed,I
,luu,L,,,,Lumba-Yakkha,I
,luv,L,,,,Luwati,I
,luw,L,,,,Luo (Cameroon),I
,luy,L,,,,Luyia,M
,luz,L,,,,Southern Luri,I
,lva,L,,,,Maku'a,I
,lvi,L,,,,Lavi,I
,lvk,L,,,,Lavukaleve,I
,lvl,L,,,,Lwel,I
,lvs,L,,,,Standard Latvian,I
,lvu,L,,,,Levuka,I
,lwa,L,,,,Lwalu,I
,lwe,L,,,,Lewo Eleng,I
,lwg,L,,,,Wanga,I
,lwh,L,,,,White Lachi,I
,lwl,L,,,,Eastern Lawa,I
,lwm,L,,,,Laomian,I
,lwo,L,,,,Luwo,I
,lws,L,,,,Malawian Sign Language,I
,lwt,L,,,,Lewotobi,I
,lwu,L,,,,Lawu,I
,lww,L,,,,Lewo,I
,lxm,L,,,,Lakurumau,I
,lya,L,,,,Layakha,I
,lyg,L,,,,Lyngngam,I
,lyn,L,,,,Luyana,I
,lzh,H,,,,Literary Chinese,I
,lzl,L,,,,Litzlitz,I
,lzn,L,,,,Leinong Naga,I
,lzz,L,,,,Laz,I
,maa,L,,,,San Jerónimo Tecóatl Mazatec,I
,mab,L,,,,Yutanduchi Mixtec,I
,mad,L,,mad,mad,Madurese,I
,mae,L,,,,Bo-Rukul,I
,maf,L,,,,Mafa,I
,mag,L,,mag,mag,Magahi,I
,mah,L,mh,mah,mah,Marshallese,I
,mai,L,,mai,mai,Maithili,I
,maj,L,,,,Jalapa De Díaz Mazatec,I
,mak,L,,mak,mak,Makasar,I
,mal,L,ml,mal,mal,Malayalam,I
,mam,L,,,,Mam,I
,man,L,,man,man,Mandingo,M
,maq,L,,,,Chiquihuitlán Mazatec,I
,mar,L,mr,mar,mar,Marathi,I
,mas,L,,mas,mas,Masai,I
,mat,L,,,,San Francisco Matlatzinca,I
,mau,L,,,,Huautla Mazatec,I
,mav,L,,,,Sateré-Mawé,I
,maw,L,,,,Mampruli,I
,max,L,,,,North Moluccan Malay,I
,maz,L,,,,Central Mazahua,I
,mba,L,,,,Higaonon,I
,mbb,L,,,,Western Bukidnon Manobo,I
,mbc,L,,,,Macushi,I
,mbd,L,,,,Dibabawon Manobo,I
,mbe,E,,,,Molale,I
,mbf,L,,,,Baba Malay,I
,mbh,L,,,,Mangseng,I
,mbi,L,,,,Ilianen Manobo,I
,mbj,L,,,,Nadëb,I
,mbk,L,,,,Malol,I
,mbl,L,,,,Maxakalí,I
,mbm,L,,,,Ombamba,I
,mbn,L,,,,Macaguán,I
,mbo,L,,,,Mbo (Cameroon),I
,mbp,L,,,,Malayo,I
,mbq,L,,,,Maisin,I
,mbr,L,,,,Nukak Makú,I
,mbs,L,,,,Sarangani Manobo,I
,mbt,L,,,,Matigsalug Manobo,I
,mbu,L,,,,Mbula-Bwazza,I
,mbv,L,,,,Mbulungish,I
,mbw,L,,,,Maring,I
,mbx,L,,,,Mari (East Sepik Province),I
,mby,L,,,,Memoni,I
,mbz,L,,,,Amoltepec Mixtec,I
,mca,L,,,,Maca,I
,mcb,L,,,,Machiguenga,I
,mcc,L,,,,Bitur,I
,mcd,L,,,,Sharanahua,I
,mce,L,,,,Itundujia Mixtec,I
,mcf,L,,,,Matsés,I
,mcg,L,,,,Mapoyo,I
,mch,L,,,,Maquiritari,I
,mci,L,,,,Mese,I
,mcj,L,,,,Mvanip,I
,mck,L,,,,Mbunda,I
,mcl,E,,,,Macaguaje,I
,mcm,L,,,,Malaccan Creole Portuguese,I
,mcn,L,,,,Masana,I
,mco,L,,,,Coatlán Mixe,I
,mcp,L,,,,Makaa,I
,mcq,L,,,,Ese,I
,mcr,L,,,,Menya,I
,mcs,L,,,,Mambai,I
,mct,L,,,,Mengisa,I
,mcu,L,,,,Cameroon Mambila,I
,mcv,L,,,,Minanibai,I
,mcw,L,,,,Mawa (Chad),I
,mcx,L,,,,Mpiemo,I
,mcy,L,,,,South Watut,I
,mcz,L,,,,Mawan,I
,mda,L,,,,Mada (Nigeria),I
,mdb,L,,,,Morigi,I
,mdc,L,,,,Male (Papua New Guinea),I
,mdd,L,,,,Mbum,I
,mde,L,,,,Maba (Chad),I
,mdf,L,,mdf,mdf,Moksha,I
,mdg,L,,,,Massalat,I
,mdh,L,,,,Maguindanaon,I
,mdi,L,,,,Mamvu,I
,mdj,L,,,,Mangbetu,I
,mdk,L,,,,Mangbutu,I
,mdl,L,,,,Maltese Sign Language,I
,mdm,L,,,,Mayogo,I
,mdn,L,,,,Mbati,I
,mdp,L,,,,Mbala,I
,mdq,L,,,,Mbole,I
,mdr,L,,mdr,mdr,Mandar,I
,mds,L,,,,Maria (Papua New Guinea),I
,mdt,L,,,,Mbere,I
,mdu,L,,,,Mboko,I
,mdv,L,,,,Santa Lucía Monteverde Mixtec,I
,mdw,L,,,,Mbosi,I
,mdx,L,,,,Dizin,I
,mdy,L,,,,Male (Ethiopia),I
,mdz,L,,,,Suruí Do Pará,I
,mea,L,,,,Menka,I
,meb,L,,,,Ikobi,I
,mec,L,,,,Marra,I
,med,L,,,,Melpa,I
,mee,L,,,,Mengen,I
,mef,L,,,,Megam,I
,meh,L,,,,Southwestern Tlaxiaco Mixtec,I
,mei,L,,,,Midob,I
,mej,L,,,,Meyah,I
,mek,L,,,,Mekeo,I
,mel,L,,,,Central Melanau,I
,mem,E,,,,Mangala,I
,men,L,,men,men,Mende (Sierra Leone),I
,meo,L,,,,Kedah Malay,I
,mep,L,,,,Miriwoong,I
,meq,L,,,,Merey,I
,mer,L,,,,Meru,I
,mes,L,,,,Masmaje,I
,met,L,,,,Mato,I
,meu,L,,,,Motu,I
,mev,L,,,,Mano,I
,mew,L,,,,Maaka,I
,mey,L,,,,Hassaniyya,I
,mez,L,,,,Menominee,I
,mfa,L,,,,Pattani Malay,I
,mfb,L,,,,Bangka,I
,mfc,L,,,,Mba,I
,mfd,L,,,,Mendankwe-Nkwen,I
,mfe,L,,,,Morisyen,I
,mff,L,,,,Naki,I
,mfg,L,,,,Mogofin,I
,mfh,L,,,,Matal,I
,mfi,L,,,,Wandala,I
,mfj,L,,,,Mefele,I
,mfk,L,,,,North Mofu,I
,mfl,L,,,,Putai,I
,mfm,L,,,,Marghi South,I
,mfn,L,,,,Cross River Mbembe,I
,mfo,L,,,,Mbe,I
,mfp,L,,,,Makassar Malay,I
,mfq,L,,,,Moba,I
,mfr,L,,,,Marrithiyel,I
,mfs,L,,,,Mexican Sign Language,I
,mft,L,,,,Mokerang,I
,mfu,L,,,,Mbwela,I
,mfv,L,,,,Mandjak,I
,mfw,E,,,,Mulaha,I
,mfx,L,,,,Melo,I
,mfy,L,,,,Mayo,I
,mfz,L,,,,Mabaan,I
,mga,H,,mga,mga,Middle Irish (900-1200),I
,mgb,L,,,,Mararit,I
,mgc,L,,,,Morokodo,I
,mgd,L,,,,Moru,I
,mge,L,,,,Mango,I
,mgf,L,,,,Maklew,I
,mgg,L,,,,Mpumpong,I
,mgh,L,,,,Makhuwa-Meetto,I
,mgi,L,,,,Lijili,I
,mgj,L,,,,Abureni,I
,mgk,L,,,,Mawes,I
,mgl,L,,,,Maleu-Kilenge,I
,mgm,L,,,,Mambae,I
,mgn,L,,,,Mbangi,I
,mgo,L,,,,Meta',I
,mgp,L,,,,Eastern Magar,I
,mgq,L,,,,Malila,I
,mgr,L,,,,Mambwe-Lungu,I
,mgs,L,,,,Manda (Tanzania),I
,mgt,L,,,,Mongol,I
,mgu,L,,,,Mailu,I
,mgv,L,,,,Matengo,I
,mgw,L,,,,Matumbi,I
,mgy,L,,,,Mbunga,I
,mgz,L,,,,Mbugwe,I
,mha,L,,,,Manda (India),I
,mhb,L,,,,Mahongwe,I
,mhc,L,,,,Mocho,I
,mhd,L,,,,Mbugu,I
,mhe,L,,,,Besisi,I
,mhf,L,,,,Mamaa,I
,mhg,L,,,,Margu,I
,mhi,L,,,,Ma'di,I
,mhj,L,,,,Mogholi,I
,mhk,L,,,,Mungaka,I
,mhl,L,,,,Mauwake,I
,mhm,L,,,,Makhuwa-Moniga,I
,mhn,L,,,,Mòcheno,I
,mho,L,,,,Mashi (Zambia),I
,mhp,L,,,,Balinese Malay,I
,mhq,L,,,,Mandan,I
,mhr,L,,,,Eastern Mari,I
,mhs,L,,,,Buru (Indonesia),I
,mht,L,,,,Mandahuaca,I
,mhu,L,,,,Digaro-Mishmi,I
,mhw,L,,,,Mbukushu,I
,mhx,L,,,,Maru,I
,mhy,L,,,,Ma'anyan,I
,mhz,L,,,,Mor (Mor Islands),I
,mia,L,,,,Miami,I
,mib,L,,,,Atatláhuca Mixtec,I
,mic,L,,mic,mic,Mi'kmaq,I
,mid,L,,,,Mandaic,I
,mie,L,,,,Ocotepec Mixtec,I
,mif,L,,,,Mofu-Gudur,I
,mig,L,,,,San Miguel El Grande Mixtec,I
,mih,L,,,,Chayuco Mixtec,I
,mii,L,,,,Chigmecatitlán Mixtec,I
,mij,L,,,,Abar,I
,mik,L,,,,Mikasuki,I
,mil,L,,,,Peñoles Mixtec,I
,mim,L,,,,Alacatlatzala Mixtec,I
,min,L,,min,min,Minangkabau,I
,mio,L,,,,Pinotepa Nacional Mixtec,I
,mip,L,,,,Apasco-Apoala Mixtec,I
,miq,L,,,,Mískito,I
,mir,L,,,,Isthmus Mixe,I
,mis,S,,mis,mis,Uncoded languages,S
,mit,L,,,,Southern Puebla Mixtec,I
,miu,L,,,,Cacaloxtepec Mixtec,I
,miw,L,,,,Akoye,I
,mix,L,,,,Mixtepec Mixtec,I
,miy,L,,,,Ayutla Mixtec,I
,miz,L,,,,Coatzospan Mixtec,I
,mjb,L,,,,Makalero,I
,mjc,L,,,,San Juan Colorado Mixtec,I
,mjd,L,,,,Northwest Maidu,I
,mje,E,,,,Muskum,I
,mjg,L,,,,Tu,I
,mjh,L,,,,Mwera (Nyasa),I
,mji,L,,,,Kim Mun,I
,mjj,L,,,,Mawak,I
,mjk,L,,,,Matukar,I
,mjl,L,,,,Mandeali,I
,mjm,L,,,,Medebur,I
,mjn,L,,,,Ma (Papua New Guinea),I
,mjo,L,,,,Malankuravan,I
,mjp,L,,,,Malapandaram,I
,mjq,E,,,,Malaryan,I
,mjr,L,,,,Malavedan,I
,mjs,L,,,,Miship,I
,mjt,L,,,,Sauria Paharia,I
,mju,L,,,,Manna-Dora,I
,mjv,L,,,,Mannan,I
,mjw,L,,,,Karbi,I
,mjx,L,,,,Mahali,I
,mjy,E,,,,Mahican,I
,mjz,L,,,,Majhi,I
,mka,L,,,,Mbre,I
,mkb,L,,,,Mal Paharia,I
,mkc,L,,,,Siliput,I
,mkd,L,mk,mac,mkd,Macedonian,I
,mke,L,,,,Mawchi,I
,mkf,L,,,,Miya,I
,mkg,L,,,,Mak (China),I
,mki,L,,,,Dhatki,I
,mkj,L,,,,Mokilese,I
,mkk,L,,,,Byep,I
,mkl,L,,,,Mokole,I
,mkm,L,,,,Moklen,I
,mkn,L,,,,Kupang Malay,I
,mko,L,,,,Mingang Doso,I
,mkp,L,,,,Moikodi,I
,mkq,E,,,,Bay Miwok,I
,mkr,L,,,,Malas,I
,mks,L,,,,Silacayoapan Mixtec,I
,mkt,L,,,,Vamale,I
,mku,L,,,,Konyanka Maninka,I
,mkv,L,,,,Mafea,I
,mkw,L,,,,Kituba (Congo),I
,mkx,L,,,,Kinamiging Manobo,I
,mky,L,,,,East Makian,I
,mkz,L,,,,Makasae,I
,mla,L,,,,Malo,I
,mlb,L,,,,Mbule,I
,mlc,L,,,,Cao Lan,I
,mle,L,,,,Manambu,I
,mlf,L,,,,Mal,I
,mlg,L,mg,mlg,mlg,Malagasy,M
,mlh,L,,,,Mape,I
,mli,L,,,,Malimpung,I
,mlj,L,,,,Miltu,I
,mlk,L,,,,Ilwana,I
,mll,L,,,,Malua Bay,I
,mlm,L,,,,Mulam,I
,mln,L,,,,Malango,I
,mlo,L,,,,Mlomp,I
,mlp,L,,,,Bargam,I
,mlq,L,,,,Western Maninkakan,I
,mlr,L,,,,Vame,I
,mls,L,,,,Masalit,I
,mlt,L,mt,mlt,mlt,Maltese,I
,mlu,L,,,,To'abaita,I
,mlv,L,,,,Motlav,I
,mlw,L,,,,Moloko,I
,mlx,L,,,,Malfaxal,I
,mlz,L,,,,Malaynon,I
,mma,L,,,,Mama,I
,mmb,L,,,,Momina,I
,mmc,L,,,,Michoacán Mazahua,I
,mmd,L,,,,Maonan,I
,mme,L,,,,Mae,I
,mmf,L,,,,Mundat,I
,mmg,L,,,,North Ambrym,I
,mmh,L,,,,Mehináku,I
,mmi,L,,,,Hember Avu,I
,mmj,L,,,,Majhwar,I
,mmk,L,,,,Mukha-Dora,I
,mml,L,,,,Man Met,I
,mmm,L,,,,Maii,I
,mmn,L,,,,Mamanwa,I
,mmo,L,,,,Mangga Buang,I
,mmp,L,,,,Siawi,I
,mmq,L,,,,Musak,I
,mmr,L,,,,Western Xiangxi Miao,I
,mmt,L,,,,Malalamai,I
,mmu,L,,,,Mmaala,I
,mmv,E,,,,Miriti,I
,mmw,L,,,,Emae,I
,mmx,L,,,,Madak,I
,mmy,L,,,,Migaama,I
,mmz,L,,,,Mabaale,I
,mna,L,,,,Mbula,I
,mnb,L,,,,Muna,I
,mnc,L,,mnc,mnc,Manchu,I
,mnd,L,,,,Mondé,I
,mne,L,,,,Naba,I
,mnf,L,,,,Mundani,I
,mng,L,,,,Eastern Mnong,I
,mnh,L,,,,Mono (Democratic Republic of Congo),I
,mni,L,,mni,mni,Manipuri,I
,mnj,L,,,,Munji,I
,mnk,L,,,,Mandinka,I
,mnl,L,,,,Tiale,I
,mnm,L,,,,Mapena,I
,mnn,L,,,,Southern Mnong,I
,mnp,L,,,,Min Bei Chinese,I
,mnq,L,,,,Minriq,I
,mnr,L,,,,Mono (USA),I
,mns,L,,,,Mansi,I
,mnu,L,,,,Mer,I
,mnv,L,,,,Rennell-Bellona,I
,mnw,L,,,,Mon,I
,mnx,L,,,,Manikion,I
,mny,L,,,,Manyawa,I
,mnz,L,,,,Moni,I
,moa,L,,,,Mwan,I
,moc,L,,,,Mocoví,I
,mod,E,,,,Mobilian,I
,moe,L,,,,Innu,I
,mog,L,,,,Mongondow,I
,moh,L,,moh,moh,Mohawk,I
,moi,L,,,,Mboi,I
,moj,L,,,,Monzombo,I
,mok,L,,,,Morori,I
,mom,E,,,,Mangue,I
,mon,L,mn,mon,mon,Mongolian,M
,moo,L,,,,Monom,I
,mop,L,,,,Mopán Maya,I
,moq,L,,,,Mor (Bomberai Peninsula),I
,mor,L,,,,Moro,I
,mos,L,,mos,mos,Mossi,I
,mot,L,,,,Barí,I
,mou,L,,,,Mogum,I
,mov,L,,,,Mohave,I
,mow,L,,,,Moi (Congo),I
,mox,L,,,,Molima,I
,moy,L,,,,Shekkacho,I
,moz,L,,,,Mukulu,I
,mpa,L,,,,Mpoto,I
,mpb,L,,,,Malak Malak,I
,mpc,L,,,,Mangarrayi,I
,mpd,L,,,,Machinere,I
,mpe,L,,,,Majang,I
,mpg,L,,,,Marba,I
,mph,L,,,,Maung,I
,mpi,L,,,,Mpade,I
,mpj,L,,,,Martu Wangka,I
,mpk,L,,,,Mbara (Chad),I
,mpl,L,,,,Middle Watut,I
,mpm,L,,,,Yosondúa Mixtec,I
,mpn,L,,,,Mindiri,I
,mpo,L,,,,Miu,I
,mpp,L,,,,Migabac,I
,mpq,L,,,,Matís,I
,mpr,L,,,,Vangunu,I
,mps,L,,,,Dadibi,I
,mpt,L,,,,Mian,I
,mpu,L,,,,Makuráp,I
,mpv,L,,,,Mungkip,I
,mpw,L,,,,Mapidian,I
,mpx,L,,,,Misima-Panaeati,I
,mpy,L,,,,Mapia,I
,mpz,L,,,,Mpi,I
,mqa,L,,,,Maba (Indonesia),I
,mqb,L,,,,Mbuko,I
,mqc,L,,,,Mangole,I
,mqe,L,,,,Matepi,I
,mqf,L,,,,Momuna,I
,mqg,L,,,,Kota Bangun Kutai Malay,I
,mqh,L,,,,Tlazoyaltepec Mixtec,I
,mqi,L,,,,Mariri,I
,mqj,L,,,,Mamasa,I
,mqk,L,,,,Rajah Kabunsuwan Manobo,I
,mql,L,,,,Mbelime,I
,mqm,L,,,,South Marquesan,I
,mqn,L,,,,Moronene,I
,mqo,L,,,,Modole,I
,mqp,L,,,,Manipa,I
,mqq,L,,,,Minokok,I
,mqr,L,,,,Mander,I
,mqs,L,,,,West Makian,I
,mqt,L,,,,Mok,I
,mqu,L,,,,Mandari,I
,mqv,L,,,,Mosimo,I
,mqw,L,,,,Murupi,I
,mqx,L,,,,Mamuju,I
,mqy,L,,,,Manggarai,I
,mqz,L,,,,Pano,I
,mra,L,,,,Mlabri,I
,mrb,L,,,,Marino,I
,mrc,L,,,,Maricopa,I
,mrd,L,,,,Western Magar,I
,mre,E,,,,Martha's Vineyard Sign Language,I
,mrf,L,,,,Elseng,I
,mrg,L,,,,Mising,I
,mrh,L,,,,Mara Chin,I
,mri,L,mi,mao,mri,Maori,I
,mrj,L,,,,Western Mari,I
,mrk,L,,,,Hmwaveke,I
,mrl,L,,,,Mortlockese,I
,mrm,L,,,,Merlav,I
,mrn,L,,,,Cheke Holo,I
,mro,L,,,,Mru,I
,mrp,L,,,,Morouas,I
,mrq,L,,,,North Marquesan,I
,mrr,L,,,,Maria (India),I
,mrs,L,,,,Maragus,I
,mrt,L,,,,Marghi Central,I
,mru,L,,,,Mono (Cameroon),I
,mrv,L,,,,Mangareva,I
,mrw,L,,,,Maranao,I
,mrx,L,,,,Maremgi,I
,mry,L,,,,Mandaya,I
,mrz,L,,,,Marind,I
,msa,L,ms,may,msa,Malay (macrolanguage),M
,msb,L,,,,Masbatenyo,I
,msc,L,,,,Sankaran Maninka,I
,msd,L,,,,Yucatec Maya Sign Language,I
,mse,L,,,,Musey,I
,msf,L,,,,Mekwei,I
,msg,L,,,,Moraid,I
,msh,L,,,,Masikoro Malagasy,I
,msi,L,,,,Sabah Malay,I
,msj,L,,,,Ma (Democratic Republic of Congo),I
,msk,L,,,,Mansaka,I
,msl,L,,,,Molof,I
,msm,L,,,,Agusan Manobo,I
,msn,L,,,,Vurës,I
,mso,L,,,,Mombum,I
,msp,E,,,,Maritsauá,I
,msq,L,,,,Caac,I
,msr,L,,,,Mongolian Sign Language,I
,mss,L,,,,West Masela,I
,msu,L,,,,Musom,I
,msv,L,,,,Maslam,I
,msw,L,,,,Mansoanka,I
,msx,L,,,,Moresada,I
,msy,L,,,,Aruamu,I
,msz,L,,,,Momare,I
,mta,L,,,,Cotabato Manobo,I
,mtb,L,,,,Anyin Morofo,I
,mtc,L,,,,Munit,I
,mtd,L,,,,Mualang,I
,mte,L,,,,Mono (Solomon Islands),I
,mtf,L,,,,Murik (Papua New Guinea),I
,mtg,L,,,,Una,I
,mth,L,,,,Munggui,I
,mti,L,,,,Maiwa (Papua New Guinea),I
,mtj,L,,,,Moskona,I
,mtk,L,,,,Mbe',I
,mtl,L,,,,Montol,I
,mtm,E,,,,Mator,I
,mtn,E,,,,Matagalpa,I
,mto,L,,,,Totontepec Mixe,I
,mtp,L,,,,Wichí Lhamtés Nocten,I
,mtq,L,,,,Muong,I
,mtr,L,,,,Mewari,I
,mts,L,,,,Yora,I
,mtt,L,,,,Mota,I
,mtu,L,,,,Tututepec Mixtec,I
,mtv,L,,,,Asaro'o,I
,mtw,L,,,,Southern Binukidnon,I
,mtx,L,,,,Tidaá Mixtec,I
,mty,L,,,,Nabi,I
,mua,L,,,,Mundang,I
,mub,L,,,,Mubi,I
,muc,L,,,,Ajumbu,I
,mud,L,,,,Mednyj Aleut,I
,mue,L,,,,Media Lengua,I
,mug,L,,,,Musgu,I
,muh,L,,,,Mündü,I
,mui,L,,,,Musi,I
,muj,L,,,,Mabire,I
,muk,L,,,,Mugom,I
,mul,S,,mul,mul,Multiple languages,S
,mum,L,,,,Maiwala,I
,muo,L,,,,Nyong,I
,mup,L,,,,Malvi,I
,muq,L,,,,Eastern Xiangxi Miao,I
,mur,L,,,,Murle,I
,mus,L,,mus,mus,Creek,I
,mut,L,,,,Western Muria,I
,muu,L,,,,Yaaku,I
,muv,L,,,,Muthuvan,I
,mux,L,,,,Bo-Ung,I
,muy,L,,,,Muyang,I
,muz,L,,,,Mursi,I
,mva,L,,,,Manam,I
,mvb,E,,,,Mattole,I
,mvd,L,,,,Mamboru,I
,mve,L,,,,Marwari (Pakistan),I
,mvf,L,,,,Peripheral Mongolian,I
,mvg,L,,,,Yucuañe Mixtec,I
,mvh,L,,,,Mulgi,I
,mvi,L,,,,Miyako,I
,mvk,L,,,,Mekmek,I
,mvl,E,,,,Mbara (Australia),I
,mvn,L,,,,Minaveha,I
,mvo,L,,,,Marovo,I
,mvp,L,,,,Duri,I
,mvq,L,,,,Moere,I
,mvr,L,,,,Marau,I
,mvs,L,,,,Massep,I
,mvt,L,,,,Mpotovoro,I
,mvu,L,,,,Marfa,I
,mvv,L,,,,Tagal Murut,I
,mvw,L,,,,Machinga,I
,mvx,L,,,,Meoswar,I
,mvy,L,,,,Indus Kohistani,I
,mvz,L,,,,Mesqan,I
,mwa,L,,,,Mwatebu,I
,mwb,L,,,,Juwal,I
,mwc,L,,,,Are,I
,mwe,L,,,,Mwera (Chimwera),I
,mwf,L,,,,Murrinh-Patha,I
,mwg,L,,,,Aiklep,I
,mwh,L,,,,Mouk-Aria,I
,mwi,L,,,,Labo,I
,mwk,L,,,,Kita Maninkakan,I
,mwl,L,,mwl,mwl,Mirandese,I
,mwm,L,,,,Sar,I
,mwn,L,,,,Nyamwanga,I
,mwo,L,,,,Central Maewo,I
,mwp,L,,,,Kala Lagaw Ya,I
,mwq,L,,,,Mün Chin,I
,mwr,L,,mwr,mwr,Marwari,M
,mws,L,,,,Mwimbi-Muthambi,I
,mwt,L,,,,Moken,I
,mwu,E,,,,Mittu,I
,mwv,L,,,,Mentawai,I
,mww,L,,,,Hmong Daw,I
,mwz,L,,,,Moingi,I
,mxa,L,,,,Northwest Oaxaca Mixtec,I
,mxb,L,,,,Tezoatlán Mixtec,I
,mxc,L,,,,Manyika,I
,mxd,L,,,,Modang,I
,mxe,L,,,,Mele-Fila,I
,mxf,L,,,,Malgbe,I
,mxg,L,,,,Mbangala,I
,mxh,L,,,,Mvuba,I
,mxi,H,,,,Mozarabic,I
,mxj,L,,,,Miju-Mishmi,I
,mxk,L,,,,Monumbo,I
,mxl,L,,,,Maxi Gbe,I
,mxm,L,,,,Meramera,I
,mxn,L,,,,Moi (Indonesia),I
,mxo,L,,,,Mbowe,I
,mxp,L,,,,Tlahuitoltepec Mixe,I
,mxq,L,,,,Juquila Mixe,I
,mxr,L,,,,Murik (Malaysia),I
,mxs,L,,,,Huitepec Mixtec,I
,mxt,L,,,,Jamiltepec Mixtec,I
,mxu,L,,,,Mada (Cameroon),I
,mxv,L,,,,Metlatónoc Mixtec,I
,mxw,L,,,,Namo,I
,mxx,L,,,,Mahou,I
,mxy,L,,,,Southeastern Nochixtlán Mixtec,I
,mxz,L,,,,Central Masela,I
,mya,L,my,bur,mya,Burmese,I
,myb,L,,,,Mbay,I
,myc,L,,,,Mayeka,I
,mye,L,,,,Myene,I
,myf,L,,,,Bambassi,I
,myg,L,,,,Manta,I
,myh,L,,,,Makah,I
,myj,L,,,,Mangayat,I
,myk,L,,,,Mamara Senoufo,I
,myl,L,,,,Moma,I
,mym,L,,,,Me'en,I
,myo,L,,,,Anfillo,I
,myp,L,,,,Pirahã,I
,myr,L,,,,Muniche,I
,mys,E,,,,Mesmes,I
,myu,L,,,,Mundurukú,I
,myv,L,,myv,myv,Erzya,I
,myw,L,,,,Muyuw,I
,myx,L,,,,Masaaba,I
,myy,L,,,,Macuna,I
,myz,H,,,,Classical Mandaic,I
,mza,L,,,,Santa María Zacatepec Mixtec,I
,mzb,L,,,,Tumzabt,I
,mzc,L,,,,Madagascar Sign Language,I
,mzd,L,,,,Malimba,I
,mze,L,,,,Morawa,I
,mzg,L,,,,Monastic Sign Language,I
,mzh,L,,,,Wichí Lhamtés Güisnay,I
,mzi,L,,,,Ixcatlán Mazatec,I
,mzj,L,,,,Manya,I
,mzk,L,,,,Nigeria Mambila,I
,mzl,L,,,,Mazatlán Mixe,I
,mzm,L,,,,Mumuye,I
,mzn,L,,,,Mazanderani,I
,mzo,E,,,,Matipuhy,I
,mzp,L,,,,Movima,I
,mzq,L,,,,Mori Atas,I
,mzr,L,,,,Marúbo,I
,mzs,L,,,,Macanese,I
,mzt,L,,,,Mintil,I
,mzu,L,,,,Inapang,I
,mzv,L,,,,Manza,I
,mzw,L,,,,Deg,I
,mzx,L,,,,Mawayana,I
,mzy,L,,,,Mozambican Sign Language,I
,mzz,L,,,,Maiadomu,I
,naa,L,,,,Namla,I
,nab,L,,,,Southern Nambikuára,I
,nac,L,,,,Narak,I
,nae,E,,,,Naka'ela,I
,naf,L,,,,Nabak,I
,nag,L,,,,Naga Pidgin,I
,naj,L,,,,Nalu,I
,nak,L,,,,Nakanai,I
,nal,L,,,,Nalik,I
,nam,L,,,,Ngan'gityemerri,I
,nan,L,,,,Min Nan Chinese,I
,nao,L,,,,Naaba,I
,nap,L,,nap,nap,Neapolitan,I
,naq,L,,,,Khoekhoe,I
,nar,L,,,,Iguta,I
,nas,L,,,,Naasioi,I
,nat,L,,,,Ca̱hungwa̱rya̱,I
,nau,L,na,nau,nau,Nauru,I
,nav,L,nv,nav,nav,Navajo,I
,naw,L,,,,Nawuri,I
,nax,L,,,,Nakwi,I
,nay,E,,,,Ngarrindjeri,I
,naz,L,,,,Coatepec Nahuatl,I
,nba,L,,,,Nyemba,I
,nbb,L,,,,Ndoe,I
,nbc,L,,,,Chang Naga,I
,nbd,L,,,,Ngbinda,I
,nbe,L,,,,Konyak Naga,I
,nbg,L,,,,Nagarchal,I
,nbh,L,,,,Ngamo,I
,nbi,L,,,,Mao Naga,I
,nbj,L,,,,Ngarinyman,I
,nbk,L,,,,Nake,I
,nbl,L,nr,nbl,nbl,South Ndebele,I
,nbm,L,,,,Ngbaka Ma'bo,I
,nbn,L,,,,Kuri,I
,nbo,L,,,,Nkukoli,I
,nbp,L,,,,Nnam,I
,nbq,L,,,,Nggem,I
,nbr,L,,,,Numana,I
,nbs,L,,,,Namibian Sign Language,I
,nbt,L,,,,Na,I
,nbu,L,,,,Rongmei Naga,I
,nbv,L,,,,Ngamambo,I
,nbw,L,,,,Southern Ngbandi,I
,nby,L,,,,Ningera,I
,nca,L,,,,Iyo,I
,ncb,L,,,,Central Nicobarese,I
,ncc,L,,,,Ponam,I
,ncd,L,,,,Nachering,I
,nce,L,,,,Yale,I
,ncf,L,,,,Notsi,I
,ncg,L,,,,Nisga'a,I
,nch,L,,,,Central Huasteca Nahuatl,I
,nci,H,,,,Classical Nahuatl,I
,ncj,L,,,,Northern Puebla Nahuatl,I
,nck,L,,,,Na-kara,I
,ncl,L,,,,Michoacán Nahuatl,I
,ncm,L,,,,Nambo,I
,ncn,L,,,,Nauna,I
,nco,L,,,,Sibe,I
,ncq,L,,,,Northern Katang,I
,ncr,L,,,,Ncane,I
,ncs,L,,,,Nicaraguan Sign Language,I
,nct,L,,,,Chothe Naga,I
,ncu,L,,,,Chumburung,I
